location_name,location_id,province,province_id,municipality,municipality_id,location_type,page
Ancienne carrière Gralex (Esneux),179829,Liège,22,Esneux (entité),43817,Gebied,12
Ancienne carrière Le Marcha,252088,Luxembourg,26,Libin (entité),43943,Gebied,12
Ancienne Carrière Marmor,241231,Hainaut,23,Gerpinnes (entité),43896,Gebied,12
Ancienne Carrière Michelet (Viroinval),179407,Namur,24,Viroinval (entité),43937,Gebied,12
Ancienne carrière Nicolas,241705,Namur,24,Floreffe (entité),43864,Gebied,12
Ancienne Carrière proche du Manoir Mertens (Andenne),179396,Namur,24,Andenne (entité),43839,Gebied,12
Ancienne carrière Saint-Remy (Rochefort),179226,Namur,24,Rochefort (entité),43923,Gebied,12
Ancienne Carrière Sainte-Anne (Dinant),179648,Namur,24,Dinant (entité),43913,Gebied,12
Ancienne carrière Solvay (Charleroi; Gerpinnes),179657,Hainaut,23,Charleroi (entité),43858,Gebied,12
Ancienne cure de Tongrinne,241444,Namur,24,Sombreffe (entité),43828,Gebied,12
Ancienne école de Fontenelle,241565,Namur,24,Walcourt (entité),43909,Gebied,12
Ancienne gare de Sterpenich (Arlon),179709,Luxembourg,26,Arlon (entité),43962,Gebied,12
Ancienne ligne 123 SNCB,612324,Hainaut,23,Enghien (entité),43754,Gebied,13
Ancienne sablière de la Tête du Bois,241203,Hainaut,23,Ecaussinnes (entité),43814,Gebied,13
Ancienne sablière des Huit Bonniers (Gembloux),179635,Namur,24,Gembloux (entité),43807,Gebied,13
Ancienne Sablière Jean Marcaux,241269,Namur,24,Houyet (entité),43919,Gebied,13
Ancienne scierie de Rienne (Gedinne),180112,Namur,24,Gedinne (entité),43942,Gebied,13
Anciennes Argilières du Grand Bois (Braine-le-Comte),179658,Hainaut,23,Braine-le-Comte (entité),43775,Gebied,13
Anciennes carrières d'Anlier (Habay),241634,Luxembourg,26,Habay (entité),43959,Gebied,13
Anciennes carrières d'Attre,241670,Hainaut,23,Brugelette (entité),43794,Gebied,13
Anciennes carrières de la Grande Mer (Tournai),179600,Hainaut,23,Tournai (entité),43768,Gebied,13
Anciennes carrières de Tour en Bêche (Engis),179820,Liège,22,Engis (entité),43813,Gebied,13
Anciennes carrières de Vance et de Sampont (Etalle; Arlon) accès interdit,179162,Luxembourg,26,Arlon (entité),43962,Gebied,13
Anciennes carrières du Haut Mont et du Petit Mont (Doische; Philippeville),179468,Namur,24,Doische (entité),43928,Gebied,13
Anciennes Carrières du Mouplon et des Sarts (Lessines),179659,Hainaut,23,Lessines (entité),43730,Gebied,13
Anciennes petites carrières de la pelouse d'Eclaye (Beauraing),179414,Namur,24,Beauraing (entité),43930,Gebied,13
Andenne,43611,Namur,24,Andenne (entité),43839,Deelgemeente,13
Andenne (entité),43839,Namur,24,Andenne (entité),43839,Gemeente,13
Anderlecht,23157,Bruxelles / Brussel,19,Anderlecht,23157,Gemeente,13
Anderlecht - Bassin de Batelage,672035,Bruxelles / Brussel,19,Anderlecht,23157,Gebied,13
Anderlecht - Begraafplaats van Anderlecht/cimetiére d'Anderlecht,251579,Bruxelles / Brussel,19,Anderlecht,23157,Gebied,13
Anderlecht - Centrum (Dg),27813,Bruxelles / Brussel,19,Anderlecht,23157,Deelgemeente,13
Anderlecht - Ceria,251577,Bruxelles / Brussel,19,Anderlecht,23157,Gebied,13
Anderlecht - Cimetière du Vogelzang,356970,Bruxelles / Brussel,19,Anderlecht,23157,Gebied,13
Anderlecht - Etangs de Neerpede,72810,Bruxelles / Brussel,19,Anderlecht,23157,Gebied,13
Anderlecht - Friche des Goujons,724787,Bruxelles / Brussel,19,Anderlecht,23157,Gebied,13
Anderlecht - Kanaal - Spoor Oost (Dg),27814,Bruxelles / Brussel,19,Anderlecht,23157,Deelgemeente,13
Anderlecht - Lemaire Park/Parc Lemaire,251587,Bruxelles / Brussel,19,Anderlecht,23157,Gebied,14
Anderlecht - Marais de la Laiterie,32594,Bruxelles / Brussel,19,Anderlecht,23157,Gebied,14
Anderlecht - Meylemeersch,251580,Bruxelles / Brussel,19,Anderlecht,23157,Gebied,14
Anderlecht - Neerpede,32593,Bruxelles / Brussel,19,Anderlecht,23157,Gebied,14
Anderlecht - Neerpede - Butte Ring 0,676575,Bruxelles / Brussel,19,Anderlecht,23157,Gebied,14
Anderlecht - Neerpede - Golf,251583,Bruxelles / Brussel,19,Anderlecht,23157,Gebied,14
Anderlecht - Neerpede - Hoeve,251584,Bruxelles / Brussel,19,Anderlecht,23157,Gebied,14
Anderlecht - Neerpede - Hoeve - Koeivijverdal,608808,Vlaams-Brabant,20,—,,Gebied,14
Anderlecht - Neerpede - Meerveld,251582,Bruxelles / Brussel,19,Anderlecht,23157,Gebied,14
Anderlecht - Neerpede - Notelaar,251585,Bruxelles / Brussel,19,Anderlecht,23157,Gebied,14
Anderlecht - Neerpede - Veeweyde,251586,Bruxelles / Brussel,19,Anderlecht,23157,Gebied,14
Anderlecht - Parc Astrid,72757,Bruxelles / Brussel,19,Anderlecht,23157,Gebied,14
Anderlecht - Parc des étangs,72809,Bruxelles / Brussel,19,Anderlecht,23157,Gebied,14
Anderlecht - Parc du Zuun / Zuunpark,733769,Bruxelles / Brussel,19,Anderlecht,23157,Gebied,14
Anderlecht - Parc Scherdemael,72827,Bruxelles / Brussel,19,Anderlecht,23157,Gebied,14
Anderlecht - Réserve naturelle de la roselière de Neerpede,258185,Bruxelles / Brussel,19,Anderlecht,23157,Gebied,14
Anderlecht - Ring West (Dg),27815,Bruxelles / Brussel,19,Anderlecht,23157,Deelgemeente,14
Anderlecht - Roselière Neerpede,72819,Bruxelles / Brussel,19,Anderlecht,23157,Gebied,14
Anderlecht - Vallée du Neerpedebeek,72820,Bruxelles / Brussel,19,Anderlecht,23157,Gebied,14
Anderlecht - Vogelzangbeek Erasme ULB,251581,Bruxelles / Brussel,19,Anderlecht,23157,Gebied,14
Anderlecht - Vogelzangbeek (réserve naturelle),32592,Bruxelles / Brussel,19,Anderlecht,23157,project-Gebied,14
Anderlecht (Bassin d'orage ring),672055,Bruxelles / Brussel,19,Anderlecht,23157,Gebied,14
Anderlecht (Chant d'Oiseaux),672053,Bruxelles / Brussel,19,Anderlecht,23157,Gebied,14
Anderlecht (Erasme bassin d'orage),672052,Bruxelles / Brussel,19,Anderlecht,23157,Gebied,14
Anderlecht (Rue des Betteraves),672054,Bruxelles / Brussel,19,Anderlecht,23157,Gebied,14
Anderlecht (Senne sud),672013,Bruxelles / Brussel,19,Anderlecht,23157,project-Gebied,15
Anderlues,43494,Hainaut,23,Anderlues (entité),43880,Deelgemeente,15
Anderlues (entité),43880,Hainaut,23,Anderlues (entité),43880,Gemeente,15
Andrimont,23623,Liège,22,Dison (entité),43790,Deelgemeente,15
Angleur,23505,Liège,22,Liège (entité),43767,Deelgemeente,15
Angre,41947,Hainaut,23,Honnelles (entité),43893,Deelgemeente,15
Angreau,41946,Hainaut,23,Honnelles (entité),43893,Deelgemeente,15
Anhée,43640,Namur,24,Anhée (entité),43903,Deelgemeente,15
Anhée (entité),43903,Namur,24,Anhée (entité),43903,Gemeente,15
Anlier,23808,Luxembourg,26,Habay (entité),43959,Deelgemeente,15
Anloy,42394,Luxembourg,26,Libin (entité),43943,Deelgemeente,15
Annevoie-Rouillon,42453,Namur,24,Anhée (entité),43903,Deelgemeente,15
Ans,43523,Liège,22,Ans (entité),43743,Deelgemeente,15
Ans (entité),43743,Liège,22,Ans (entité),43743,Gemeente,15
Anseremme,42801,Namur,24,Dinant (entité),43913,Deelgemeente,15
Anseroeul,42095,Hainaut,23,Mont-de-l'Enclus (entité),43971,Deelgemeente,15
Anseroeul - centre village - Le Tuquet,604372,Hainaut,23,Mont-de-l'Enclus (entité),43971,Gebied,15
Anseroeul - La Justice - Le Maillet,604383,Hainaut,23,Mont-de-l'Enclus (entité),43971,Gebied,15
Ansevelde,30711,Oost-Vlaanderen,16,Zele,24135,Gebied,15
Anthée,42499,Namur,24,Onhaye (entité),43912,Deelgemeente,15
Antheit,42141,Liège,22,Wanze (entité),43818,Deelgemeente,15
Anthisnes,43521,Liège,22,Anthisnes (entité),43844,Deelgemeente,15
Anthisnes (entité),43844,Liège,22,Anthisnes (entité),43844,Gemeente,15
Antitankgracht Antwerpen-Noord,191336,Antwerpen,17,Kapellen,23368,Gebied,15
Antoing,43503,Hainaut,23,Antoing (entité),43816,Deelgemeente,15
Antoing (Carrière Crèvecoeur),42862,Hainaut,23,Antoing (entité),43816,Gebied,16
Antoing (entité),43816,Hainaut,23,Antoing (entité),43816,Gemeente,16
Antwerpen,91762,Antwerpen,17,Antwerpen,91762,Gemeente,16
Antwerpen - Amerikadok,29298,Antwerpen,17,Antwerpen 3 (Dg),23278,Gebied,16
Antwerpen - Bocht van Oosterweel (stadsschorren en slikken),142799,Antwerpen,17,Antwerpen,91762,Gebied,16
Antwerpen - Boskruit Voedselbos,680116,Antwerpen,17,Antwerpen,91762,Gebied,16
Antwerpen - Complex Delwaidedok,29222,Antwerpen,17,Antwerpen,91762,Gebied,16
Antwerpen - Craeybeckxplein,29419,Antwerpen,17,Antwerpen,91762,Gebied,16
Antwerpen - De Schelde,24218,Antwerpen,17,Antwerpen - De Schelde,24218,Gebied,16
Antwerpen - Degussa,29218,Antwerpen,17,Antwerpen,91762,Gebied,16
Antwerpen - Droogdokken,687953,Antwerpen,17,Antwerpen,91762,Gebied,16
Antwerpen - Eilandje,29292,Antwerpen,17,Antwerpen,91762,Gebied,16
Antwerpen - Esso,29254,Antwerpen,17,Antwerpen,91762,Gebied,16
Antwerpen - Fort Sint Filips,191300,Antwerpen,17,Antwerpen,91762,Gebied,16
Antwerpen - Gedempte Bonapartesluis,142748,Antwerpen,17,Antwerpen,91762,Gebied,16
Antwerpen - Hof van Leysen (Groendomein provincie Antwerpen - regio Antw.),84332,Antwerpen,17,Antwerpen,91762,Gebied,16
Antwerpen - Hooge Maey,29221,Antwerpen,17,Antwerpen 3 (Dg),23278,Gebied,16
Antwerpen - Jeugdherberg-Bouwcentrum,29420,Antwerpen,17,Antwerpen,91762,Gebied,16
Antwerpen - Kanaaldok B1,29264,Antwerpen,17,Antwerpen 3 (Dg),23278,Gebied,16
Antwerpen - Kanaaldok B2,29220,Antwerpen,17,Antwerpen 3 (Dg),23278,Gebied,16
Antwerpen - Kanaaldok B3,29202,Antwerpen,17,Antwerpen 4 (Dg),23279,Gebied,16
Antwerpen - Kasteel Den Brandt,29413,Antwerpen,17,Antwerpen,91762,Gebied,16
Antwerpen - Kielpark,29417,Antwerpen,17,Antwerpen 2 (Dg),23277,Gebied,16
Antwerpen - Landschap Glacis van Ertbrugge,193296,Antwerpen,17,Antwerpen,91762,Gebied,16
Antwerpen - Landschap Groene bedding,193299,Antwerpen,17,Antwerpen,91762,Gebied,16
Antwerpen - Landschap Kasteelparken,193292,Antwerpen,17,Antwerpen,91762,Gebied,17
Antwerpen - Landschap Laagland,193297,Antwerpen,17,Antwerpen,91762,Gebied,17
Antwerpen - Landschap Opstalvallei,193295,Antwerpen,17,Antwerpen,91762,Gebied,17
Antwerpen - Landschap Polders van Stabroek,193300,Antwerpen,17,Stabroek,23367,Gebied,17
Antwerpen - Landschap Scheldeland,193302,Antwerpen,17,Antwerpen,91762,Gebied,17
Antwerpen - Landschap Scheldepolders,193440,Antwerpen,17,Antwerpen,91762,Gebied,17
Antwerpen - Landschap Schijnvallei,193294,Antwerpen,17,Wommelgem,23287,Gebied,17
Antwerpen - Landschap Struisbeekvallei,193291,Antwerpen,17,Antwerpen,91762,Gebied,17
Antwerpen - Landschap Struisbeekvallei - Grote Struisbeek tussen A12 en E19,599114,Antwerpen,17,Kontich,23336,Gebied,17
Antwerpen - Landschap Struisbeekvallei - Kleine Struisbeek Drie Eiken,241792,Antwerpen,17,Antwerpen,91762,Gebied,17
Antwerpen - Landschap Struisbeekvallei- Kleine Struisbeekvallei,247119,Antwerpen,17,Antwerpen,91762,Gebied,17
Antwerpen - Landschap Wetlands,193298,Antwerpen,17,Antwerpen,91762,Gebied,17
Antwerpen - Landschap Zandvlakte Linkeroever,193293,Antwerpen,17,Antwerpen,91762,Gebied,17
Antwerpen - Landschap Zuidelijke kamers,193069,Antwerpen,17,Antwerpen,91762,Gebied,17
Antwerpen - Lillo - Albertdok - Parking Lillo Fort,191758,Antwerpen,17,Antwerpen,91762,Gebied,17
Antwerpen - Lillo - Fort,29226,Antwerpen,17,Antwerpen,91762,Gebied,17
Antwerpen - Lillo - Galgenschoor,24344,Antwerpen,17,Antwerpen,91762,Gebied,17
Antwerpen - Lillo - Potpolder,29263,Antwerpen,17,Antwerpen,91762,Gebied,17
Antwerpen - Luchtbal,29274,Antwerpen,17,Antwerpen,91762,Gebied,17
Antwerpen - Margueriedok (Schuildok),142749,Antwerpen,17,Antwerpen,91762,Gebied,17
Antwerpen - Mastvest,192038,Antwerpen,17,Antwerpen,91762,Gebied,17
Antwerpen - Middelheimpark,28307,Antwerpen,17,Antwerpen,91762,Gebied,17
Antwerpen - Monsanto,29217,Antwerpen,17,Antwerpen,91762,Gebied,17
Antwerpen - Nafta,29216,Antwerpen,17,Antwerpen,91762,Gebied,17
Antwerpen - Nieuw Zuid - Konijnenwei,724318,Antwerpen,17,—,,Deelgemeente,17
Antwerpen - Noordkasteel,29295,Antwerpen,17,Antwerpen,91762,Gebied,18
Antwerpen - Oosterweel,29290,Antwerpen,17,Antwerpen,91762,Gebied,18
Antwerpen - Oosterweel - Kerk van Oosterweel,29291,Antwerpen,17,Antwerpen,91762,Gebied,18
Antwerpen - Opel Belgium,29266,Antwerpen,17,Antwerpen,91762,Gebied,18
Antwerpen - Park Spoor Noord,251975,Antwerpen,17,Antwerpen,91762,Gebied,18
Antwerpen - Schans Jeugdherberg,191316,Antwerpen,17,Antwerpen,91762,Gebied,18
Antwerpen - Schelde - Boerenschans-Het Steen,28639,Antwerpen,17,Antwerpen,91762,Gebied,18
Antwerpen - Schelde - Fort Filip-Boerenschans,29296,Antwerpen,17,Antwerpen,91762,Gebied,18
Antwerpen - Schelde - Fort Filip-Van Cauwelaertsluizen,29265,Antwerpen,17,Antwerpen,91762,Gebied,18
Antwerpen - Schelde - Lillo Fort-Conta,29225,Antwerpen,17,Antwerpen,91762,Gebied,18
Antwerpen - Schelde - Lillo Fort-Van Cauwerlaertsluizen,28229,Antwerpen,17,Antwerpen,91762,Gebied,18
Antwerpen - Schelde - thv Antwerpen centrum,29297,Antwerpen,17,Antwerpen,91762,Gebied,18
Antwerpen - Schelde - tot Nederlandse grens,29223,Antwerpen,17,Antwerpen,91762,Gebied,18
Antwerpen - Schoonselhof,29422,Antwerpen,17,Antwerpen,91762,Gebied,18
Antwerpen - Sint-Annabos (SA),28353,Antwerpen,17,Antwerpen,91762,Gebied,18
Antwerpen - Solvay,29215,Antwerpen,17,Antwerpen,91762,Gebied,18
Antwerpen - Sorghvliedt (Stad Antwerpen),724280,Antwerpen,17,Antwerpen,91762,Gebied,18
Antwerpen - Spoor Oost,192329,Antwerpen,17,Antwerpen,91762,Gebied,18
Antwerpen - Statiekwartier (Dg),27160,Antwerpen,17,Antwerpen,91762,Deelgemeente,18
Antwerpen - Total Fina,29253,Antwerpen,17,Antwerpen,91762,Gebied,18
Antwerpen - UA - Campus Drie Eiken,109653,Antwerpen,17,Antwerpen,91762,Gebied,18
Antwerpen - UA - Campus Middelheim,25190,Antwerpen,17,Antwerpen,91762,Gebied,18
Antwerpen - Universiteit Antwerpen - Biotuin,91768,Antwerpen,17,Antwerpen,91762,Gebied,18
Antwerpen - Vogelenzang,29414,Antwerpen,17,Antwerpen 1 (Dg),23276,Gebied,18
Antwerpen - Waalse Kaai (Dg),27166,Antwerpen,17,Antwerpen,91762,Deelgemeente,18
Antwerpen - Willemdok,613990,Antwerpen,17,Antwerpen,91762,Gebied,19
Antwerpen - Wilrijkse plein,29415,Antwerpen,17,Antwerpen 1 (Dg),23276,Gebied,19
Antwerpen - Zanddepot A12,29281,Antwerpen,17,Antwerpen,91762,Gebied,19
Antwerpen - Zoo,189209,Antwerpen,17,Antwerpen,91762,Gebied,19
Antwerpen 1 (Dg),23276,Antwerpen,17,Antwerpen,91762,Deelgemeente,19
Antwerpen 2 (Dg),23277,Antwerpen,17,Antwerpen,91762,Deelgemeente,19
Antwerpen 3 (Dg),23278,Antwerpen,17,Antwerpen,91762,Deelgemeente,19
Antwerpen 4 (Dg),23279,Antwerpen,17,Antwerpen,91762,Deelgemeente,19
Antwerpen 5 (Dg),23280,Antwerpen,17,Antwerpen,91762,Deelgemeente,19
Antwerpen 6 (Dg),23281,Antwerpen,17,Antwerpen,91762,Deelgemeente,19
Antwerpen (Berchem) - Prieel,674876,Antwerpen,17,Antwerpen,91762,Gebied,19
Antwerpen Centrum,29294,Antwerpen,17,Antwerpen,91762,Gebied,19
Antwerpen (Deurne) - Bremweide,674877,Antwerpen,17,Antwerpen,91762,Gebied,19
Antwerpen Kern - Oude Stad - Plantentuin,240935,Antwerpen,17,Antwerpen,91762,Gebied,19
Antwerpen Kern - Oude Stad (Dg),27164,Antwerpen,17,Antwerpen,91762,Deelgemeente,19
Antwerpen Noord,29293,Antwerpen,17,Antwerpen 6 (Dg),23281,Gebied,19
Antwerpen Stad - Amerikalei/Britselei,192039,Antwerpen,17,Antwerpen,91762,Gebied,19
Antwerpen Stad - Brederode,192040,Antwerpen,17,Antwerpen,91762,Gebied,19
Antwerpen Stad - Haringrode,192033,Antwerpen,17,Antwerpen,91762,Gebied,19
Antwerpen Stad - Harmonie,192034,Antwerpen,17,Antwerpen,91762,Gebied,19
Antwerpen Stad - Hertogen,192035,Antwerpen,17,Antwerpen,91762,Gebied,19
Antwerpen Stad - Markgrave,192036,Antwerpen,17,Antwerpen,91762,Gebied,19
Antwerpen Stad - Merode,192041,Antwerpen,17,Antwerpen,91762,Gebied,19
Antwerpen Stad - Oud-Berchem,192042,Antwerpen,17,Antwerpen,91762,Gebied,19
Antwerpen Stad - Provinciehuis en omgeving,181071,Antwerpen,17,Antwerpen,91762,Gebied,19
Antwerpen Stad - Ringbos Station Antwerpen-Zuid,29418,Antwerpen,17,Antwerpen,91762,Gebied,20
Antwerpen Stad - Stadspark,189585,Antwerpen,17,Antwerpen,91762,Gebied,20
Antwerpen Stad - Zuid,192037,Antwerpen,17,Antwerpen,91762,Gebied,20
Antwerpen- Cargill,189091,Antwerpen,17,Antwerpen,91762,Gebied,20
Antwerpen-Linkeroever - Schorren en slikken,677783,Antwerpen,17,Antwerpen,91762,Gebied,20
Antwerpen-L.O. - Bebouwde kom (LO),28712,Antwerpen,17,Antwerpen,91762,Gebied,20
Antwerpen-L.O. - Blokkersdijk (BD),29934,Antwerpen,17,Antwerpen,91762,Gebied,20
Antwerpen-L.O. - Burchtse Weel (BW),29938,Antwerpen,17,Antwerpen,91762,Gebied,20
Antwerpen-L.O. - Galgenweel (GW),29937,Antwerpen,17,Antwerpen,91762,Gebied,20
Antwerpen-LO - Het Rot - Middenvijver (RO),29935,Antwerpen,17,Antwerpen,91762,Gebied,20
Antwerpen-L.O. - Katwilg (KW),28354,Antwerpen,17,Antwerpen,91762,Gebied,20
Antwerpen-L.O. - Lanxess Rubber (BARU),29932,Oost-Vlaanderen,16,Zwijndrecht,23282,Gebied,20
Antwerpen-L.O. - Middenvijver - Woonuitbreiding,29936,Antwerpen,17,Antwerpen,91762,Gebied,20
Antwerpen-L.O. - 't Zand (ZA),29939,Antwerpen,17,Antwerpen 5 (Dg),23280,Gebied,20
Antwerpen-L.O. - Tophat (TH),28713,Antwerpen,17,Antwerpen,91762,Gebied,20
Antwerpen-L.O. - Vlietbos (VB),29940,Antwerpen,17,Antwerpen,91762,Gebied,20
Antwerpen-Zuid - Aquafin,191239,Antwerpen,17,Antwerpen,91762,Gebied,20
Antwerpen/Wilrijk - Nachtegalenpark,262071,Antwerpen,17,Antwerpen,91762,Gebied,20
Antwerpen/Wilrijk - Nachtegalenpark (stad Antwerpen),693811,Antwerpen,17,—,,Gebied,20
Anvaing,23992,Hainaut,23,Frasnes-lez-Anvaing (entité),43738,Deelgemeente,20
Anzegem,24043,West-Vlaanderen,15,—,,Gemeente,20
Anzegem - Bufferbekken Tjampensbeek (Prov W-Vl),252673,West-Vlaanderen,15,Anzegem,24043,Gebied,20
Anzegem - GOG Maalbeek,622668,West-Vlaanderen,15,Anzegem,24043,Gebied,20
Anzegem - Hemsrode,31863,West-Vlaanderen,15,Anzegem,24043,Gebied,20
Anzegem - Herdenkingsheuvel,677515,West-Vlaanderen,15,Anzegem,24043,Gebied,20
Anzegem/Wortegem - Spitaelsbossen (WP-1),31862,West-Vlaanderen,15,Wortegem-Petegem,24184,Gebied,21
Appels - Scheldemeersen - Grote Dijk,30385,Oost-Vlaanderen,16,Zele,24135,Gebied,21
Appels - Sint-Onolfspolder,28393,Oost-Vlaanderen,16,Dendermonde,24132,Gebied,21
Appels - Sint-Onolfspolder - 28 Roeden en Meerdam West,30388,Oost-Vlaanderen,16,Dendermonde,24132,Gebied,21
Appels - Sint-Onolfspolder - Meerdam-Oost,30389,Oost-Vlaanderen,16,Dendermonde,24132,Gebied,21
Appels - Sint-Onolfspolder - Stommelingen,28394,Oost-Vlaanderen,16,Dendermonde,24132,Gebied,21
Appels (Dg),27412,Oost-Vlaanderen,16,Dendermonde,24132,Deelgemeente,21
Appelterre-Eichem (Dg),27518,Oost-Vlaanderen,16,Ninove,24147,Deelgemeente,21
Arboretum Robert Lenoir,664984,Luxembourg,26,Rendeux (entité),43918,Deelgemeente,21
Arboretum Wijchmaal,189029,Limburg,14,Peer,23501,Gebied,21
Arbre (Hai.),41841,Hainaut,23,Ath (entité),43763,Deelgemeente,21
Arbre (Nam.),42594,Namur,24,Profondeville (entité),43887,Deelgemeente,21
Arbrefontaine,42236,Liège,22,Lierneux (entité),43899,Deelgemeente,21
Arc-Ainières,41871,Hainaut,23,Frasnes-lez-Anvaing (entité),43738,Deelgemeente,21
Arc-Ainières - Beauregard,603818,Hainaut,23,Frasnes-lez-Anvaing (entité),43738,Gebied,21
Arc-Ainières - Beaureux,192266,Hainaut,23,Frasnes-lez-Anvaing (entité),43738,Gebied,21
Arc-Ainières - Champ de Falempin,603811,Hainaut,23,Frasnes-lez-Anvaing (entité),43738,Gebied,21
Arc-Ainières - Champs près de Wattripont,192271,Hainaut,23,Frasnes-lez-Anvaing (entité),43738,Gebied,21
Arc-Ainières - Hergibette,192267,Hainaut,23,Frasnes-lez-Anvaing (entité),43738,Gebied,21
Arc-Ainières - La Balance,192264,Hainaut,23,Frasnes-lez-Anvaing (entité),43738,Gebied,21
Arc-Ainières - Marais Fraineaux,192269,Hainaut,23,Frasnes-lez-Anvaing (entité),43738,Gebied,21
Arc-Ainières - Maubray,603817,Hainaut,23,Frasnes-lez-Anvaing (entité),43738,Gebied,21
Arc-Ainières - Renarderie,192268,Hainaut,23,Frasnes-lez-Anvaing (entité),43738,Gebied,21
Arc-Ainières - Renarderie - Champ de Rondeville,192272,Hainaut,23,Frasnes-lez-Anvaing (entité),43738,Gebied,21
Arc-Ainières - Route de Wattripont,192270,Hainaut,23,Frasnes-lez-Anvaing (entité),43738,Gebied,21
Arc-Ainières - Truhaut,192265,Hainaut,23,Frasnes-lez-Anvaing (entité),43738,Gebied,22
Arc-Ainières (Etang),42865,Hainaut,23,Frasnes-lez-Anvaing (entité),43738,Gebied,22
Archennes,41774,Brabant Wallon,25,Grez-Doiceau (entité),43716,Deelgemeente,22
Archennes (Le Bouly),44326,Brabant Wallon,25,Grez-Doiceau (entité),43716,Gebied,22
Ardoisière de Laplet,241277,Namur,24,Vresse-sur-Semois (entité),43951,Gebied,22
Ardoisière de Linglé (Bertrix),179106,Luxembourg,26,Bertrix (entité),43950,Gebied,22
Ardoisière Nanquette,241283,Luxembourg,26,Martelange (entité),43955,Gebied,22
Ardooie,24082,West-Vlaanderen,15,—,,Gemeente,22
Ardooie - Bufferbekken Roobeek 1 (Prov W-Vl),252655,West-Vlaanderen,15,Ardooie,24082,Gebied,22
Ardooie - Bufferbekken Roobeek 2 (Prov W-Vl),252656,West-Vlaanderen,15,Ardooie,24082,Gebied,22
Ardooie - Domein 't Veld/Kasteel van Ardooie,34934,West-Vlaanderen,15,Ardooie,24082,Gebied,22
Ardooie - 't Veld - Heideveld (Prov. Dom.),31399,West-Vlaanderen,15,Ardooie,24082,Gebied,22
Ardooie - 't Veld - Reservaat (Prov. Dom.),31398,West-Vlaanderen,15,Ardooie,24082,Gebied,22
Ardooie - 't Veld (Provinciedomein),31397,West-Vlaanderen,15,Ardooie,24082,Gebied,22
Ardooie - Waterbek,675309,West-Vlaanderen,15,Ardooie,24082,Gebied,22
Ardooie/Meulebeke/Pittem/Wingene - Demogebied,680269,West-Vlaanderen,15,Pittem,24067,Gebied,22
Arenbergpolder - De Putten,190352,Oost-Vlaanderen,16,Beveren,24123,Gebied,22
Arendonk,23317,Antwerpen,17,—,,Gemeente,22
Arendonk - De Watering,73216,Antwerpen,17,Arendonk,23317,Gebied,22
Arendonk - Het Goorken,73214,Antwerpen,17,Arendonk,23317,Gebied,22
Arendonk - Hoge Vijvers,73411,Antwerpen,17,Arendonk,23317,Gebied,22
Arendonk - Hooyput,252583,Antwerpen,17,Arendonk,23317,Gebied,22
Arendonk - Kruisberg,73410,Antwerpen,17,Arendonk,23317,Gebied,22
Arendonk - Rode Del,73215,Antwerpen,17,Arendonk,23317,Gebied,22
Arendonk - Tussen Wamp en Nete,24437,Antwerpen,17,Arendonk,23317,Gebied,22
Arendonk Centrum,28662,Antwerpen,17,Arendonk,23317,Gebied,23
"Arendonk, Merksplas, Oud-Turnhout, Ravels en Turnhout - N2000",713734,Antwerpen,17,Arendonk,23317,Gebied,23
Argenteau,23577,Liège,22,Visé (entité),43712,Deelgemeente,23
Argilière de Falaen et environs,252083,Namur,24,Onhaye (entité),43912,Gebied,23
Argilière de la Chette,241271,Namur,24,Florennes (entité),43911,Gebied,23
Argilière de la Terre du Roi,241183,Namur,24,Couvin (entité),43932,Gebied,23
